id_date,id,name,priceUsd,date_time
bitcoin-2024-09-20 22:59:35.519098,bitcoin,Bitcoin,63242.44601172046,2024-09-20 22:59:35.519098
ethereum-2024-09-20 22:59:35.519098,ethereum,Ethereum,2552.0733133813183,2024-09-20 22:59:35.519098
tether-2024-09-20 22:59:35.519098,tether,Tether,1.0007034275556985,2024-09-20 22:59:35.519098
binance-coin-2024-09-20 22:59:35.519098,binance-coin,BNB,568.6028444004432,2024-09-20 22:59:35.519098
solana-2024-09-20 22:59:35.519098,solana,Solana,147.19616056832905,2024-09-20 22:59:35.519098
usd-coin-2024-09-20 22:59:35.519098,usd-coin,USDC,1.000601955861299,2024-09-20 22:59:35.519098
xrp-2024-09-20 22:59:35.519098,xrp,XRP,0.5877898521432373,2024-09-20 22:59:35.519098
steth-2024-09-20 22:59:35.519098,steth,Lido Staked ETH,2541.1549300086413,2024-09-20 22:59:35.519098
dogecoin-2024-09-20 22:59:35.519098,dogecoin,Dogecoin,0.1057583037972332,2024-09-20 22:59:35.519098
tron-2024-09-20 22:59:35.519098,tron,TRON,0.1522614138124602,2024-09-20 22:59:35.519098
cardano-2024-09-20 22:59:35.519098,cardano,Cardano,0.3528558190809839,2024-09-20 22:59:35.519098
avalanche-2024-09-20 22:59:35.519098,avalanche,Avalanche,27.591211922212498,2024-09-20 22:59:35.519098
wrapped-bitcoin-2024-09-20 22:59:35.519098,wrapped-bitcoin,Wrapped Bitcoin,63148.97249137798,2024-09-20 22:59:35.519098
shiba-inu-2024-09-20 22:59:35.519098,shiba-inu,Shiba Inu,1.44024855736e-05,2024-09-20 22:59:35.519098
chainlink-2024-09-20 22:59:35.519098,chainlink,Chainlink,11.456718354621463,2024-09-20 22:59:35.519098
bitcoin-cash-2024-09-20 22:59:35.519098,bitcoin-cash,Bitcoin Cash,336.0006310325193,2024-09-20 22:59:35.519098
polkadot-2024-09-20 22:59:35.519098,polkadot,Polkadot,4.32873873432807,2024-09-20 22:59:35.519098
multi-collateral-dai-2024-09-20 22:59:35.519098,multi-collateral-dai,Multi Collateral DAI,1.0016752935558073,2024-09-20 22:59:35.519098
unus-sed-leo-2024-09-20 22:59:35.519098,unus-sed-leo,UNUS SED LEO,5.76951074845941,2024-09-20 22:59:35.519098
near-protocol-2024-09-20 22:59:35.519098,near-protocol,NEAR Protocol,4.414041458243406,2024-09-20 22:59:35.519098
litecoin-2024-09-20 22:59:35.519098,litecoin,Litecoin,65.32107070641798,2024-09-20 22:59:35.519098
fetch-2024-09-20 22:59:35.519098,fetch,Artificial Superintelligence Alliance,1.6368403468269372,2024-09-20 22:59:35.519098
uniswap-2024-09-20 22:59:35.519098,uniswap,Uniswap,6.787550380105184,2024-09-20 22:59:35.519098
internet-computer-2024-09-20 22:59:35.519098,internet-computer,Internet Computer,8.464997244773446,2024-09-20 22:59:35.519098
monero-2024-09-20 22:59:35.519098,monero,Monero,176.54923121187983,2024-09-20 22:59:35.519098
stellar-2024-09-20 22:59:35.519098,stellar,Stellar,0.0963124619808605,2024-09-20 22:59:35.519098
ethereum-classic-2024-09-20 22:59:35.519098,ethereum-classic,Ethereum Classic,18.98252980773708,2024-09-20 22:59:35.519098
stacks-2024-09-20 22:59:35.519098,stacks,Stacks,1.7621849788437116,2024-09-20 22:59:35.519098
okb-2024-09-20 22:59:35.519098,okb,OKB,39.349626674549384,2024-09-20 22:59:35.519098
aave-2024-09-20 22:59:35.519098,aave,Aave,153.23401424358912,2024-09-20 22:59:35.519098
filecoin-2024-09-20 22:59:35.519098,filecoin,Filecoin,3.7896020535416293,2024-09-20 22:59:35.519098
crypto-com-coin-2024-09-20 22:59:35.519098,crypto-com-coin,Crypto.com Coin,0.0835859005013764,2024-09-20 22:59:35.519098
vechain-2024-09-20 22:59:35.519098,vechain,VeChain,0.0239032277112552,2024-09-20 22:59:35.519098
fantom-2024-09-20 22:59:35.519098,fantom,Fantom,0.6415568983676727,2024-09-20 22:59:35.519098
injective-protocol-2024-09-20 22:59:35.519098,injective-protocol,Injective,21.157390949319417,2024-09-20 22:59:35.519098
the-graph-2024-09-20 22:59:35.519098,the-graph,The Graph,0.1612130541302287,2024-09-20 22:59:35.519098
thorchain-2024-09-20 22:59:35.519098,thorchain,THORChain,4.463045234318664,2024-09-20 22:59:35.519098
theta-2024-09-20 22:59:35.519098,theta,THETA,1.4165367631622032,2024-09-20 22:59:35.519098
maker-2024-09-20 22:59:35.519098,maker,Maker,1518.7673123802608,2024-09-20 22:59:35.519098
arweave-2024-09-20 22:59:35.519098,arweave,Arweave,20.148587340765562,2024-09-20 22:59:35.519098
polygon-2024-09-20 22:59:35.519098,polygon,Polygon,0.3846236827235867,2024-09-20 22:59:35.519098
cosmos-2024-09-20 22:59:35.519098,cosmos,Cosmos,4.541760007010864,2024-09-20 22:59:35.519098
helium-2024-09-20 22:59:35.519098,helium,Helium,6.913769407746599,2024-09-20 22:59:35.519098
algorand-2024-09-20 22:59:35.519098,algorand,Algorand,0.1326556050587899,2024-09-20 22:59:35.519098
lido-dao-2024-09-20 22:59:35.519098,lido-dao,Lido DAO,1.1170825021376107,2024-09-20 22:59:35.519098
bitcoin-sv-2024-09-20 22:59:35.519098,bitcoin-sv,Bitcoin SV,48.88815284535099,2024-09-20 22:59:35.519098
quant-2024-09-20 22:59:35.519098,quant,Quant,76.78894729143116,2024-09-20 22:59:35.519098
flow-2024-09-20 22:59:35.519098,flow,Flow,0.5830634792326185,2024-09-20 22:59:35.519098
kucoin-token-2024-09-20 22:59:35.519098,kucoin-token,KuCoin Token,7.478557269900327,2024-09-20 22:59:35.519098
eos-2024-09-20 22:59:35.519098,eos,EOS,0.5186570996666874,2024-09-20 22:59:35.519098
hedera-hashgraph-2024-09-20 22:59:35.519098,hedera-hashgraph,Hedera Hashgraph,0.0524959446618362,2024-09-20 22:59:35.519098
gatetoken-2024-09-20 22:59:35.519098,gatetoken,GateToken,8.454714009614847,2024-09-20 22:59:35.519098
nervos-network-2024-09-20 22:59:35.519098,nervos-network,Nervos Network,0.0169634382284227,2024-09-20 22:59:35.519098
axie-infinity-2024-09-20 22:59:35.519098,axie-infinity,Axie Infinity,4.955276193632294,2024-09-20 22:59:35.519098
neo-2024-09-20 22:59:35.519098,neo,Neo,10.086946153747474,2024-09-20 22:59:35.519098
gala-2024-09-20 22:59:35.519098,gala,Gala,0.0201081474511593,2024-09-20 22:59:35.519098
tezos-2024-09-20 22:59:35.519098,tezos,Tezos,0.6938017548233223,2024-09-20 22:59:35.519098
elrond-egld-2024-09-20 22:59:35.519098,elrond-egld,MultiversX,27.578263292421287,2024-09-20 22:59:35.519098
akash-network-2024-09-20 22:59:35.519098,akash-network,Akash Network,2.664272789802625,2024-09-20 22:59:35.519098
conflux-network-2024-09-20 22:59:35.519098,conflux-network,Conflux,0.14902638343707,2024-09-20 22:59:35.519098
ecash-2024-09-20 22:59:35.519098,ecash,eCash,3.31159118605e-05,2024-09-20 22:59:35.519098
the-sandbox-2024-09-20 22:59:35.519098,the-sandbox,The Sandbox,0.2716550549335777,2024-09-20 22:59:35.519098
pendle-2024-09-20 22:59:35.519098,pendle,Pendle,3.6375928098571095,2024-09-20 22:59:35.519098
mantra-dao-2024-09-20 22:59:35.519098,mantra-dao,MANTRA DAO,1.1537589730143791,2024-09-20 22:59:35.519098
